name,nlmImageFileName,full_path,exists
Amlodipine 5 MG / Benazepril hydrochloride 10 MG Oral Capsule,55111-0339-01_NLMIMAGE10_6D03B6BD.jpg,600\55111-0339-01_NLMIMAGE10_6D03B6BD.jpg,True
Doxycycline Monohydrate 150 MG Oral Capsule [Adoxa],10337-0815-06_NLMIMAGE10_7203B95D.jpg,600\10337-0815-06_NLMIMAGE10_7203B95D.jpg,True
Amlodipine 5 MG / Benazepril hydrochloride 20 MG Oral Capsule,55111-0340-01_NLMIMAGE10_7303B98D.jpg,600\55111-0340-01_NLMIMAGE10_7303B98D.jpg,True
Aspirin 25 MG / Dipyridamole 200 MG Oral Capsule [Aggrenox],00597-0001-60_NLMIMAGE10_7303B9ED.jpg,600\00597-0001-60_NLMIMAGE10_7303B9ED.jpg,True
Acyclovir 200 MG Oral Capsule,61442-0111-01_NLMIMAGE10_AE03D72E.jpg,600\61442-0111-01_NLMIMAGE10_AE03D72E.jpg,True
12 HR Carbamazepine 200 MG Extended Release Oral Capsule [Carbatrol],54092-0172-12_NLMIMAGE10_BD38DEC6.jpg,600\54092-0172-12_NLMIMAGE10_BD38DEC6.jpg,True
Aspirin 325 MG / butalbital 50 MG / Caffeine 40 MG Oral Capsule,00591-3219-01_NLMIMAGE10_26041300.jpg,600\00591-3219-01_NLMIMAGE10_26041300.jpg,True
Acetaminophen 325 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG Oral Capsule,51991-0073-01_NLMIMAGE10_EE1FF71F.jpg,600\51991-0073-01_NLMIMAGE10_EE1FF71F.jpg,True
Ampicillin 250 MG Oral Capsule,67253-0180-10_NLMIMAGE10_0A200520.jpg,600\67253-0180-10_NLMIMAGE10_0A200520.jpg,True
Ampicillin 500 MG Oral Capsule,67253-0181-10_NLMIMAGE10_0F200790.jpg,600\67253-0181-10_NLMIMAGE10_0F200790.jpg,True
Cefaclor 500 MG Oral Capsule,00143-9986-01_NLMIMAGE10_4F04A7B5.jpg,600\00143-9986-01_NLMIMAGE10_4F04A7B5.jpg,True
Clindamycin 300 MG Oral Capsule,00591-3120-01_NLMIMAGE10_F804FC17.jpg,600\00591-3120-01_NLMIMAGE10_F804FC17.jpg,True
Clomipramine Hydrochloride 25 MG Oral Capsule,51672-4011-05_NLMIMAGE10_F804FC47.jpg,600\51672-4011-05_NLMIMAGE10_F804FC47.jpg,True
24 HR Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule,00228-2577-50_NLMIMAGE10_650532A9.jpg,600\00228-2577-50_NLMIMAGE10_650532A9.jpg,True
Danazol 100 MG Oral Capsule,00555-0634-02_NLMIMAGE10_670533F9.jpg,600\00555-0634-02_NLMIMAGE10_670533F9.jpg,True
Dicyclomine Hydrochloride 10 MG Oral Capsule,00527-0586-10_NLMIMAGE10_6E053729.jpg,600\00527-0586-10_NLMIMAGE10_6E053729.jpg,True
Divalproex Sodium 125 MG Delayed Release Oral Capsule,55111-0532-01_NLMIMAGE10_C238E137.jpg,600\55111-0532-01_NLMIMAGE10_C238E137.jpg,True
Doxycycline Monohydrate 100 MG Oral Capsule,00591-0411-50_NLMIMAGE10_DB056DEB.jpg,600\00591-0411-50_NLMIMAGE10_DB056DEB.jpg,True
doxycycline hyclate 100 MG Oral Capsule,00143-3142-05_NLMIMAGE10_E005702B.jpg,600\00143-3142-05_NLMIMAGE10_E005702B.jpg,True
Doxepin Hydrochloride 50 MG Oral Capsule,00378-4250-01_NLMIMAGE10_E90574AB.jpg,600\00378-4250-01_NLMIMAGE10_E90574AB.jpg,True
24 HR venlafaxine 75 MG Extended Release Oral Capsule,00093-7385-98_NLMIMAGE10_9005C87E.jpg,600\00093-7385-98_NLMIMAGE10_9005C87E.jpg,True
Fenofibrate 200 MG Oral Capsule,00115-0533-01_NLMIMAGE10_9405CA2E.jpg,600\00115-0533-01_NLMIMAGE10_9405CA2E.jpg,True
Aspirin 325 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG Oral Capsule [Ascomp],51991-0074-01_NLMIMAGE10_58062C61.jpg,600\51991-0074-01_NLMIMAGE10_58062C61.jpg,True
Amoxicillin 500 MG Oral Capsule,65862-0017-01_NLMIMAGE10_04080220.jpg,600\65862-0017-01_NLMIMAGE10_04080220.jpg,True
Clindamycin 75 MG Oral Capsule [Cleocin],00009-0331-02_NLMIMAGE10_070803D0.jpg,600\00009-0331-02_NLMIMAGE10_070803D0.jpg,True
gabapentin 300 MG Oral Capsule,65862-0199-05_NLMIMAGE10_10080850.jpg,600\65862-0199-05_NLMIMAGE10_10080850.jpg,True
gabapentin 400 MG Oral Capsule,53746-0103-05_NLMIMAGE10_14080A00.jpg,600\53746-0103-05_NLMIMAGE10_14080A00.jpg,True
gabapentin 400 MG Oral Capsule,31722-0223-05_NLMIMAGE10_17080B80.jpg,600\31722-0223-05_NLMIMAGE10_17080B80.jpg,True
gabapentin 100 MG Oral Capsule,31722-0221-01_NLMIMAGE10_17080BB0.jpg,600\31722-0221-01_NLMIMAGE10_17080BB0.jpg,True
Hydrochlorothiazide 12.5 MG Oral Capsule,00591-0347-05_NLMIMAGE10_1A080D00.jpg,600\00591-0347-05_NLMIMAGE10_1A080D00.jpg,True
Indomethacin 50 MG Oral Capsule,00378-0147-05_NLMIMAGE10_250812A0.jpg,600\00378-0147-05_NLMIMAGE10_250812A0.jpg,True
Indomethacin 25 MG Oral Capsule,00781-2325-10_NLMIMAGE10_1D080E80.jpg,600\00781-2325-10_NLMIMAGE10_1D080E80.jpg,True
24 HR Propranolol Hydrochloride 160 MG Extended Release Oral Capsule [Inderal],24090-0479-88_NLMIMAGE10_28081420.jpg,600\24090-0479-88_NLMIMAGE10_28081420.jpg,True
Imipramine pamoate 100 MG Oral Capsule,68180-0315-06_NLMIMAGE10_28081450.jpg,600\68180-0315-06_NLMIMAGE10_28081450.jpg,True
Hydroxyzine Pamoate 50 MG Oral Capsule,00591-0801-01_NLMIMAGE10_20081000.jpg,600\00591-0801-01_NLMIMAGE10_20081000.jpg,True
Itraconazole 100 MG Oral Capsule,10147-1700-03_NLMIMAGE10_E60E7363.jpg,600\10147-1700-03_NLMIMAGE10_E60E7363.jpg,True
fluvastatin 20 MG Oral Capsule [Lescol],00078-0176-15_NLMIMAGE10_B80EDC36.jpg,600\00078-0176-15_NLMIMAGE10_B80EDC36.jpg,True
lansoprazole 15 MG Delayed Release Oral Capsule,55111-0398-30_NLMIMAGE10_B80EDC06.jpg,600\55111-0398-30_NLMIMAGE10_B80EDC06.jpg,True
Minocycline 100 MG Oral Capsule,63304-0696-05_NLMIMAGE10_F13878F3.jpg,600\63304-0696-05_NLMIMAGE10_F13878F3.jpg,True
Minocycline 75 MG Oral Capsule,00591-3153-01_NLMIMAGE10_FB0E7DE3.jpg,600\00591-3153-01_NLMIMAGE10_FB0E7DE3.jpg,True
Minocycline 50 MG Oral Capsule,00591-5694-01_NLMIMAGE10_F90E7C93.jpg,600\00591-5694-01_NLMIMAGE10_F90E7C93.jpg,True
Loxapine 10 MG Oral Capsule,00591-0370-01_NLMIMAGE10_F80E7C63.jpg,600\00591-0370-01_NLMIMAGE10_F80E7C63.jpg,True
Omeprazole 10 MG Delayed Release Oral Capsule,62175-0114-32_NLMIMAGE10_D50E6A93.jpg,600\62175-0114-32_NLMIMAGE10_D50E6A93.jpg,True
Omeprazole 10 MG Delayed Release Oral Capsule,55111-0157-30_NLMIMAGE10_D70E6BE3.jpg,600\55111-0157-30_NLMIMAGE10_D70E6BE3.jpg,True
Omeprazole 40 MG / Sodium Bicarbonate 1100 MG Oral Capsule,49884-0455-11_NLMIMAGE10_D80E6C13.jpg,600\49884-0455-11_NLMIMAGE10_D80E6C13.jpg,True
Omeprazole 40 MG Delayed Release Oral Capsule,55111-0159-01_NLMIMAGE10_DA0E6D63.jpg,600\55111-0159-01_NLMIMAGE10_DA0E6D63.jpg,True
Nortriptyline 50 MG Oral Capsule,00591-5788-01_NLMIMAGE10_C51FE2DF.jpg,600\00591-5788-01_NLMIMAGE10_C51FE2DF.jpg,True
Nortriptyline 50 MG Oral Capsule,00093-0812-01_NLMIMAGE10_DD0E6EE3.jpg,600\00093-0812-01_NLMIMAGE10_DD0E6EE3.jpg,True
"NITROFURANTOIN, MACROCRYSTALS 25 MG / Nitrofurantoin, Monohydrate 75 MG Oral Capsule",00185-0122-01_NLMIMAGE10_E10E7093.jpg,600\00185-0122-01_NLMIMAGE10_E10E7093.jpg,True
Nizatidine 150 MG Oral Capsule,00591-3137-60_NLMIMAGE10_E30E71E3.jpg,600\00591-3137-60_NLMIMAGE10_E30E71E3.jpg,True
Fluoxetine 20 MG Oral Capsule,65862-0193-99_NLMIMAGE10_E40E7213.jpg,600\65862-0193-99_NLMIMAGE10_E40E7213.jpg,True
Quinine Sulfate 324 MG Oral Capsule [Qualaquin],13310-0153-07_NLMIMAGE10_E70E7393.jpg,600\13310-0153-07_NLMIMAGE10_E70E7393.jpg,True
24 HR Propranolol Hydrochloride 160 MG Extended Release Oral Capsule,43478-0903-88_NLMIMAGE10_EA0E7513.jpg,600\43478-0903-88_NLMIMAGE10_EA0E7513.jpg,True
24 HR Propranolol Hydrochloride 60 MG Extended Release Oral Capsule,43478-0900-88_NLMIMAGE10_ED0E7693.jpg,600\43478-0900-88_NLMIMAGE10_ED0E7693.jpg,True
Prazosin 5 MG Oral Capsule,00093-4069-52_NLMIMAGE10_EF0E77E3.jpg,600\00093-4069-52_NLMIMAGE10_EF0E77E3.jpg,True
Prazosin 2 MG Oral Capsule,00093-4068-52_NLMIMAGE10_F00E7813.jpg,600\00093-4068-52_NLMIMAGE10_F00E7813.jpg,True
Prazosin 1 MG Oral Capsule,00378-1101-01_NLMIMAGE10_F20E7963.jpg,600\00378-1101-01_NLMIMAGE10_F20E7963.jpg,True
Potassium Chloride 8 MEQ Extended Release Oral Capsule,62037-0559-01_NLMIMAGE10_F30E7993.jpg,600\62037-0559-01_NLMIMAGE10_F30E7993.jpg,True
Potassium Chloride 10 MEQ Extended Release Oral Capsule,62037-0560-05_NLMIMAGE10_F50E7AE3.jpg,600\62037-0560-05_NLMIMAGE10_F50E7AE3.jpg,True
Ramipril 5 MG Oral Capsule,00054-0108-29_NLMIMAGE10_B10ED8A6.jpg,600\00054-0108-29_NLMIMAGE10_B10ED8A6.jpg,True
Ramipril 5 MG Oral Capsule,16252-0572-50_NLMIMAGE10_DB1FEDBF.jpg,600\16252-0572-50_NLMIMAGE10_DB1FEDBF.jpg,True
Ramipril 10 MG Oral Capsule,68180-0591-02_NLMIMAGE10_AE0ED726.jpg,600\68180-0591-02_NLMIMAGE10_AE0ED726.jpg,True
Ramipril 10 MG Oral Capsule,16252-0573-50_NLMIMAGE10_EE387713.jpg,600\16252-0573-50_NLMIMAGE10_EE387713.jpg,True
Ranitidine 150 MG Oral Capsule,00781-2855-60_NLMIMAGE10_A90ED4E6.jpg,600\00781-2855-60_NLMIMAGE10_A90ED4E6.jpg,True
topiramate 25 MG Oral Capsule,16252-0569-60_NLMIMAGE10_A70ED396.jpg,600\16252-0569-60_NLMIMAGE10_A70ED396.jpg,True
Tetracycline 500 MG Oral Capsule,00172-2407-80_NLMIMAGE10_A60ED366.jpg,600\00172-2407-80_NLMIMAGE10_A60ED366.jpg,True
Terazosin 10 MG Oral Capsule,59746-0386-06_NLMIMAGE10_A40ED216.jpg,600\59746-0386-06_NLMIMAGE10_A40ED216.jpg,True
Terazosin 10 MG Oral Capsule,00781-2054-01_NLMIMAGE10_A30ED1E6.jpg,600\00781-2054-01_NLMIMAGE10_A30ED1E6.jpg,True
Terazosin 10 MG Oral Capsule,00378-1570-01_NLMIMAGE10_A10ED096.jpg,600\00378-1570-01_NLMIMAGE10_A10ED096.jpg,True
Tetracycline 250 MG Oral Capsule,00172-2416-80_NLMIMAGE10_A00ED066.jpg,600\00172-2416-80_NLMIMAGE10_A00ED066.jpg,True
Terazosin 5 MG Oral Capsule,59746-0385-06_NLMIMAGE10_9B0ECD96.jpg,600\59746-0385-06_NLMIMAGE10_9B0ECD96.jpg,True
Terazosin 1 MG Oral Capsule,00781-2051-01_NLMIMAGE10_9A0ECD66.jpg,600\00781-2051-01_NLMIMAGE10_9A0ECD66.jpg,True
selegiline hydrochloride 5 MG Oral Capsule,67253-0700-06_NLMIMAGE10_BB0EDD86.jpg,600\67253-0700-06_NLMIMAGE10_BB0EDD86.jpg,True
rivastigmine 4.5 MG Oral Capsule,62756-0147-86_NLMIMAGE10_C10EE0B7.jpg,600\62756-0147-86_NLMIMAGE10_C10EE0B7.jpg,True
rivastigmine 3 MG Oral Capsule,62756-0146-86_NLMIMAGE10_C10EE087.jpg,600\62756-0146-86_NLMIMAGE10_C10EE087.jpg,True
Rifampin 300 MG Oral Capsule,00527-1315-01_NLMIMAGE10_BE0EDF06.jpg,600\00527-1315-01_NLMIMAGE10_BE0EDF06.jpg,True
Rifampin 150 MG Oral Capsule,00527-1393-30_NLMIMAGE10_BB0EDDB6.jpg,600\00527-1393-30_NLMIMAGE10_BB0EDDB6.jpg,True
Omeprazole 20 MG Delayed Release Oral Capsule,00378-6150-10_NLMIMAGE10_8112C096.jpg,600\00378-6150-10_NLMIMAGE10_8112C096.jpg,True
zonisamide 50 MG Oral Capsule,62756-0259-02_NLMIMAGE10_F6387B03.jpg,600\62756-0259-02_NLMIMAGE10_F6387B03.jpg,True
zonisamide 25 MG Oral Capsule,64679-0945-01_NLMIMAGE10_8712C396.jpg,600\64679-0945-01_NLMIMAGE10_8712C396.jpg,True
zonisamide 50 MG Oral Capsule,64679-0946-01_NLMIMAGE10_092004F0.jpg,600\64679-0946-01_NLMIMAGE10_092004F0.jpg,True
24 HR Verapamil hydrochloride 360 MG Extended Release Oral Capsule,00591-2886-01_NLMIMAGE10_8D12C696.jpg,600\00591-2886-01_NLMIMAGE10_8D12C696.jpg,True
24 HR Verapamil hydrochloride 200 MG Extended Release Oral Capsule,62175-0486-37_NLMIMAGE10_8D12C6C6.jpg,600\62175-0486-37_NLMIMAGE10_8D12C6C6.jpg,True
